carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN11-TITLE","original title plate","/packages/cn11","native 4:5; no crop","Provenance is future memory when it preserves a transparent chain of identity, custody, intervention, attribution, evidence, uncertainty, and rights—not merely a prestigious prior owner.","RN Collins","Title plate for Provenance Is Future Memory.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","S05","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/106420","full object with generous field","Dress is retained as evidence, education, reporting or rights context.","The Metropolitan Museum of Art","Source card for Dress, credited to The Metropolitan Museum of Art.","Object record marks the image Public Domain; retain full credit and identifier.","REUSE"
"A","3","claim","CN11-DIAGRAM-1","original evidence diagram","/packages/cn11","native 4:5 diagram; preserve labels and evidence footer","01 · IDENTITY — Is this the same object?. Record stable identifier, components, marks, labels, measurements, materials, images, condition, alterations, and comparison basis; note uncertainty and separated parts.","Concept and editorial design: RN Collins","Diagram mapping is this the same object? within Provenance Is Future Memory.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN11-DIAGRAM-2","original evidence diagram","/packages/cn11","native 4:5 diagram; preserve labels and evidence footer","02 · CHAIN — Can each custody event be evidenced?. Attach acquisition, gift, inheritance, loan, sale, deposit, return, location, responsible party, document, date, and restriction without inventing missing links.","Concept and editorial design: RN Collins","Diagram mapping can each custody event be evidenced? within Provenance Is Future Memory.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN11-DIAGRAM-3","original evidence diagram","/packages/cn11","native 4:5 diagram; preserve labels and evidence footer","03 · INTERVENE — What changed the object or record?. Log repair, conservation, cleaning, alteration, reframing, digitization, renaming, reattribution, exhibition, reproduction, and metadata correction.","Concept and editorial design: RN Collins","Diagram mapping what changed the object or record? within Provenance Is Future Memory.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN11-DIAGRAM-4","original evidence diagram","/packages/cn11","native 4:5 diagram; preserve labels and evidence footer","04 · CLAIM — How confident is the story?. Label verified fact, physical observation, attributed conclusion, participant account, inference, disputed statement, and unresolved gap; retain earlier versions and correction history.","Concept and editorial design: RN Collins","Diagram mapping how confident is the story? within Provenance Is Future Memory.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S15","canonical public record card","https://sparc.fitnyc.edu/repositories/2/archival_objects/3962","typographic record excerpt; do not reproduce protected imagery","FIT oral histories collection, 1967–2023 is retained as evidence, education, reporting or rights context.","FIT Gladys Marcus Library","Source card for FIT oral histories collection, 1967–2023, credited to FIT Gladys Marcus Library.","Finding-aid metadata may be cited; media is governed item by item.","LINK_ONLY"
"A","8","action","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","1","provocation","CN11-TITLE","original title plate","/packages/cn11","native 4:5; no crop","Provenance is future memory when it preserves a transparent chain of identity, custody, intervention, attribution, evidence, uncertainty, and rights—not merely a prestigious prior owner.","RN Collins","Title plate for Provenance Is Future Memory.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN11-DIAGRAM-3","original evidence diagram","/packages/cn11","native 4:5 diagram; preserve labels and evidence footer","03 · INTERVENE — What changed the object or record?. Log repair, conservation, cleaning, alteration, reframing, digitization, renaming, reattribution, exhibition, reproduction, and metadata correction.","Concept and editorial design: RN Collins","Diagram mapping what changed the object or record? within Provenance Is Future Memory.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
