carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA04-TITLE","original title plate","/packages/ca04","native 4:5; no crop","Creative vision reaches production through negotiated translations among people, factories, contractors, files, budgets, standards, law, and material limits; the process distributes power rather than merely executing a designer’s command.","RN Collins","Title plate for Who Carries a Creative Vision Into Production?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-83877","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/83877","full object with generous field","A garment record becomes institutional evidence when material, date, maker, identifier, and rights remain attached.","Gift of Mary Tavener Holmes, 1983","Eighteenth-century French silk dress with a fitted bodice and full skirt, from The Metropolitan Museum of Art collection.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CA04-DIAGRAM-1","original evidence diagram","/packages/ca04","native 4:5 diagram; preserve labels and evidence footer","01 · TRANSLATE — What does “the vision” mean operationally?. Turn aesthetic direction into testable specifications while preserving the reason behind them: material, construction, tolerance, finish, movement, color, hand, durability, repair, packaging, cost, timing, and acceptable variation.","Concept and editorial design: RN Collins","Diagram mapping what does “the vision” mean operationally? within Who Carries a Creative Vision Into Production?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA04-DIAGRAM-2","original evidence diagram","/packages/ca04","native 4:5 diagram; preserve labels and evidence footer","02 · LOCATE LABOR — Who performs each transformation?. Name the actual employer, worker, contractor, vendor, or licensee where verified; record jurisdiction, role, classification source, wage-and-hour review, safety route, language access, and subcontracting uncertainty. Do not let a purchase order erase people.","Concept and editorial design: RN Collins","Diagram mapping who performs each transformation? within Who Carries a Creative Vision Into Production?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA04-DIAGRAM-3","original evidence diagram","/packages/ca04","native 4:5 diagram; preserve labels and evidence footer","03 · ALLOCATE POWER — Who can approve, reject, revise, pause, and be paid?. Bind decisions to thresholds, response times, evidence, escalation, payment milestones, change-order treatment, quality disputes, intellectual-property terms, confidentiality, and termination. “Final approval” must name both subject and consequence.","Concept and editorial design: RN Collins","Diagram mapping who can approve, reject, revise, pause, and be paid? within Who Carries a Creative Vision Into Production?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA04-DIAGRAM-4","original evidence diagram","/packages/ca04","native 4:5 diagram; preserve labels and evidence footer","04 · CLOSE THE LOOP — What returns from production to the house?. Capture deviations, defects, worker or supplier feedback, material substitutions, fit outcomes, quantities, waste, cost changes, approvals, corrected specifications, provenance, and archive records so production knowledge can alter the next collection.","Concept and editorial design: RN Collins","Diagram mapping what returns from production to the house? within Who Carries a Creative Vision Into Production?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S38","canonical public record card","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32024R1781","typographic record excerpt; do not reproduce protected imagery","Regulation (EU) 2024/1781 establishing a framework for ecodesign requirements for sustainable products is retained as evidence, education, reporting or rights context.","European Parliament and Council / EUR-Lex","Source card for Regulation (EU) 2024/1781 establishing a framework for ecodesign requirements for sustainable products, credited to European Parliament and Council / EUR-Lex.","Link and quote relevant provisions under EUR-Lex reuse policy.","QUOTE_LINK"
"A","8","action","S73","canonical public record card","https://www.fitnyc.edu/academics/academic-divisions/ccps/credit/certificates/patternmaking.php","typographic record excerpt; do not reproduce protected imagery","Patternmaking certificate is retained as evidence, education, reporting or rights context.","Fashion Institute of Technology","Source card for Patternmaking certificate, credited to Fashion Institute of Technology.","Official curriculum description; paraphrase and link. Page media is not treated as open licensed.","LINK_ONLY"
"B","1","provocation","CA04-TITLE","original title plate","/packages/ca04","native 4:5; no crop","Creative vision reaches production through negotiated translations among people, factories, contractors, files, budgets, standards, law, and material limits; the process distributes power rather than merely executing a designer’s command.","RN Collins","Title plate for Who Carries a Creative Vision Into Production?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA04-DIAGRAM-3","original evidence diagram","/packages/ca04","native 4:5 diagram; preserve labels and evidence footer","03 · ALLOCATE POWER — Who can approve, reject, revise, pause, and be paid?. Bind decisions to thresholds, response times, evidence, escalation, payment milestones, change-order treatment, quality disputes, intellectual-property terms, confidentiality, and termination. “Final approval” must name both subject and consequence.","Concept and editorial design: RN Collins","Diagram mapping who can approve, reject, revise, pause, and be paid? within Who Carries a Creative Vision Into Production?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
