carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","B04-TITLE","original title plate","/packages/b04","native 4:5; no crop","An aesthetic becomes a system when recurring choices are connected to roles, evidence, tests, handoffs, exceptions, and feedback—so the practice can learn without reducing itself to visual sameness.","RN Collins","Title plate for When Does an Aesthetic Become a System?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","B04-DIAGRAM-1","original evidence diagram","/packages/b04","native 4:5 diagram; preserve labels and evidence footer","01 · INPUT — What enters the aesthetic system?. Inventory references, materials, bodies, techniques, constraints, memories, commissions, budgets, deadlines, collaborators, and cultural knowledge. Attach origin, permission, credit, context, and transformation status to every consequential input.","Concept and editorial design: RN Collins","Diagram mapping what enters the aesthetic system? within When Does an Aesthetic Become a System?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","B04-DIAGRAM-2","original evidence diagram","/packages/b04","native 4:5 diagram; preserve labels and evidence footer","02 · RULE — How does an input change a decision?. Translate a mood into a testable relation: if the material has this weight, the silhouette permits this movement; if the image uses this distance, the body retains this agency. Preserve exceptions and who may authorize them.","Concept and editorial design: RN Collins","Diagram mapping how does an input change a decision? within When Does an Aesthetic Become a System?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","B04-DIAGRAM-3","original evidence diagram","/packages/b04","native 4:5 diagram; preserve labels and evidence footer","03 · LOOP — How does the system learn?. Connect sample, fitting, wearer response, production constraint, image review, sales signal, repair evidence, criticism, and archive return. Record which feedback changed the work and which was rejected with reason.","Concept and editorial design: RN Collins","Diagram mapping how does the system learn? within When Does an Aesthetic Become a System?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","B04-DIAGRAM-4","original evidence diagram","/packages/b04","native 4:5 diagram; preserve labels and evidence footer","04 · RIGHTS — Which outputs or identifiers may be protected?. Map exact works, marks, registrations, contracts, designs, files, and confidential methods separately. Do not convert system documentation into a claim that the overall aesthetic is automatically copyrighted or registrable.","Concept and editorial design: RN Collins","Diagram mapping which outputs or identifiers may be protected? within When Does an Aesthetic Become a System?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S72","canonical public record card","https://archiveondemand.fitnyc.edu/item/136318","typographic record excerpt; do not reproduce protected imagery","Interview of Christine Pupillo, Leonard Trattner, and Harry Greenberg of the Patternmaking Department is retained as evidence, education, reporting or rights context.","Fashion Institute of Technology Special Collections and College Archives","Source card for Interview of Christine Pupillo, Leonard Trattner, and Harry Greenberg of the Patternmaking Department, credited to Fashion Institute of Technology Special Collections and College Archives.","In Copyright; FIT prohibits copying, display, or upload without permission except reviewed fair use. Link to the item and do not embed its media.","LINK_ONLY"
"A","8","action","S73","canonical public record card","https://www.fitnyc.edu/academics/academic-divisions/ccps/credit/certificates/patternmaking.php","typographic record excerpt; do not reproduce protected imagery","Patternmaking certificate is retained as evidence, education, reporting or rights context.","Fashion Institute of Technology","Source card for Patternmaking certificate, credited to Fashion Institute of Technology.","Official curriculum description; paraphrase and link. Page media is not treated as open licensed.","LINK_ONLY"
"B","1","provocation","B04-TITLE","original title plate","/packages/b04","native 4:5; no crop","An aesthetic becomes a system when recurring choices are connected to roles, evidence, tests, handoffs, exceptions, and feedback—so the practice can learn without reducing itself to visual sameness.","RN Collins","Title plate for When Does an Aesthetic Become a System?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","B04-DIAGRAM-3","original evidence diagram","/packages/b04","native 4:5 diagram; preserve labels and evidence footer","03 · LOOP — How does the system learn?. Connect sample, fitting, wearer response, production constraint, image review, sales signal, repair evidence, criticism, and archive return. Record which feedback changed the work and which was rejected with reason.","Concept and editorial design: RN Collins","Diagram mapping how does the system learn? within When Does an Aesthetic Become a System?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
