carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO04-TITLE","original title plate","/packages/co04","native 4:5; no crop","A fashion archive is not one asset. It is a governed constellation of physical objects, copyrights, marks, contracts, files, testimony, privacy interests, access permissions, and institutional obligations.","RN Collins","Title plate for Who Owns the Archive?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-159187","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/159187","full object with generous field","The record separates the material dress, House of Worth attribution, Charles Frederick Worth design credit, accession, and the museum’s present custody.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of the Princess Viggo in accordance with the wishes of the Misses Hewitt, 1931","Ivory and blue silk evening dress with a fitted bodice, deep neckline, and long trained skirt, designed by Charles Frederick Worth around 1882.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO04-DIAGRAM-1","original evidence diagram","/packages/co04","native 4:5 diagram; preserve labels and evidence footer","01 · INVENTORY — What is actually here?. Assign a persistent identifier to each object, file, recording, agreement, credential, and related record. Preserve original order and provenance before reorganizing for convenience.","Concept and editorial design: RN Collins","Diagram mapping what is actually here? within Who Owns the Archive?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO04-DIAGRAM-2","original evidence diagram","/packages/co04","native 4:5 diagram; preserve labels and evidence footer","02 · SEPARATE — Which interest attaches to which item?. Record physical title, copyright authorship and transfers, trademark or design records, contract limits, privacy, access, and conservation separately. One accession row may need several rights rows.","Concept and editorial design: RN Collins","Diagram mapping which interest attaches to which item? within Who Owns the Archive?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO04-DIAGRAM-3","original evidence diagram","/packages/co04","native 4:5 diagram; preserve labels and evidence footer","03 · GOVERN — Who may possess, use, reproduce, lend, digitize, describe, and dispose?. Turn vague control into verbs, responsible parties, territory, term, approval, exceptions, recovery, and a source document. Unknown is a valid status; guessed ownership is not.","Concept and editorial design: RN Collins","Diagram mapping who may possess, use, reproduce, lend, digitize, describe, and dispose? within Who Owns the Archive?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO04-DIAGRAM-4","original evidence diagram","/packages/co04","native 4:5 diagram; preserve labels and evidence footer","04 · STEWARD — What must remain usable after a transfer?. Require identifiers, checksums, condition notes, formats, contextual narration, rights evidence, audit history, and a correction route to travel with the archive.","Concept and editorial design: RN Collins","Diagram mapping what must remain usable after a transfer? within Who Owns the Archive?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","1","provocation","CO04-TITLE","original title plate","/packages/co04","native 4:5; no crop","A fashion archive is not one asset. It is a governed constellation of physical objects, copyrights, marks, contracts, files, testimony, privacy interests, access permissions, and institutional obligations.","RN Collins","Title plate for Who Owns the Archive?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO04-DIAGRAM-3","original evidence diagram","/packages/co04","native 4:5 diagram; preserve labels and evidence footer","03 · GOVERN — Who may possess, use, reproduce, lend, digitize, describe, and dispose?. Turn vague control into verbs, responsible parties, territory, term, approval, exceptions, recovery, and a source document. Unknown is a valid status; guessed ownership is not.","Concept and editorial design: RN Collins","Diagram mapping who may possess, use, reproduce, lend, digitize, describe, and dispose? within Who Owns the Archive?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
