carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO10-TITLE","original title plate","/packages/co10","native 4:5; no crop","A product passport can become part of a house archive when verified compliance data is joined to provenance, care, repair, change, authorship, and stewardship without confusing mandatory fields with complete history.","RN Collins","Title plate for The Product Passport Becomes the House Record.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-159172","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/159172","full object with generous field","The ensemble carries material decisions across components; the surviving object cannot narrate every demonstration, correction, and embodied judgment that produced them.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art; Gift of Edith Gardiner, 1926","House of Worth ensemble from 1893 in dark silk with jet and metal ornament, shown frontally.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO10-DIAGRAM-1","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","01 · REQUIRE — What is legally required now?. Identify product scope, applicable delegated acts, actor, territory, date, required fields, carrier, access rules, and official legal source. Mark future implementation unresolved until adopted.","Concept and editorial design: RN Collins","Diagram mapping what is legally required now? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO10-DIAGRAM-2","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","02 · VERIFY — Who supports each field?. Bind claim, data source, responsible party, verification method, date, confidence, correction, and evidence file. Do not transform a supplier assertion into an audited fact.","Concept and editorial design: RN Collins","Diagram mapping who supports each field? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO10-DIAGRAM-3","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","03 · EXTEND — What history may responsibly be added?. Connect design development, maker and repair records, care, alterations, provenance, archive deposit, rights, and permitted owner narration while minimizing personal data.","Concept and editorial design: RN Collins","Diagram mapping what history may responsibly be added? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO10-DIAGRAM-4","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","04 · PRESERVE — Will the record survive the vendor?. Require export, open formats, persistent identifiers, versioning, backups, access governance, migration tests, and a non-digital fallback for essential care information.","Concept and editorial design: RN Collins","Diagram mapping will the record survive the vendor? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S34","canonical public record card","https://cfda.com/resources/sustainability-resource-hub/sustainability-resource-directory/","typographic record excerpt; do not reproduce protected imagery","CFDA Sustainability Resource Directory is retained as evidence, education, reporting or rights context.","Council of Fashion Designers of America","Source card for CFDA Sustainability Resource Directory, credited to Council of Fashion Designers of America.","Link to the directory; do not scrape or republish wholesale without terms review.","LINK_ONLY"
"B","1","provocation","CO10-TITLE","original title plate","/packages/co10","native 4:5; no crop","A product passport can become part of a house archive when verified compliance data is joined to provenance, care, repair, change, authorship, and stewardship without confusing mandatory fields with complete history.","RN Collins","Title plate for The Product Passport Becomes the House Record.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO10-DIAGRAM-3","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","03 · EXTEND — What history may responsibly be added?. Connect design development, maker and repair records, care, alterations, provenance, archive deposit, rights, and permitted owner narration while minimizing personal data.","Concept and editorial design: RN Collins","Diagram mapping what history may responsibly be added? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CO10-DIAGRAM-4","original evidence diagram","/packages/co10","native 4:5 diagram; preserve labels and evidence footer","04 · PRESERVE — Will the record survive the vendor?. Require export, open formats, persistent identifiers, versioning, backups, access governance, migration tests, and a non-digital fallback for essential care information.","Concept and editorial design: RN Collins","Diagram mapping will the record survive the vendor? within The Product Passport Becomes the House Record.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"B","5","case","S34","canonical public record card","https://cfda.com/resources/sustainability-resource-hub/sustainability-resource-directory/","typographic record excerpt; do not reproduce protected imagery","CFDA Sustainability Resource Directory is retained as evidence, education, reporting or rights context.","Council of Fashion Designers of America","Source card for CFDA Sustainability Resource Directory, credited to Council of Fashion Designers of America.","Link to the directory; do not scrape or republish wholesale without terms review.","LINK_ONLY"
"B","6","decision","CO10-COUNTERPOINT","original counterpoint plate","/packages/co10#counterpoint","native 4:5; no crop","More product data does not automatically create accountability. A passport can amplify unverified claims, expose workers or consumers, shift burdens onto suppliers, and become inaccessible after sale. Evidence quality and governance matter more than interface polish.","RN Collins","Counterpoint card for The Product Passport Becomes the House Record.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CO10-FIELD-10","original fieldwork plate","/tools#co10-tool","native 4:5; no crop","Trace every proposed field to its source and verifier.","RN Collins","Fieldwork prompt for The Product Passport Becomes the House Record.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-159172","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/159172","full object with generous field","The ensemble carries material decisions across components; the surviving object cannot narrate every demonstration, correction, and embodied judgment that produced them.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art; Gift of Edith Gardiner, 1926","House of Worth ensemble from 1893 in dark silk with jet and metal ornament, shown frontally.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
