carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA06-TITLE","original title plate","/packages/ca06","native 4:5; no crop","A stylist does not merely arrange clothes. Styling selects, relates, withholds, and frames objects so that a look can enter culture—yet interpretation, authorship, ownership, credit, approval, and compensation must remain separate evidence questions.","RN Collins","Title plate for How Stylists Manufacture Cultural Meaning.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CA06-DIAGRAM-1","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","01 · SELECT — What entered the frame—and what was refused?. Record garments, accessories, bodies, props, references, substitutions, exclusions, and the reason each choice altered the proposition. Selection is evidence of judgment, not automatic proof of a legal right.","Concept and editorial design: RN Collins","Diagram mapping what entered the frame—and what was refused? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA06-DIAGRAM-2","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","02 · RELATE — What meaning emerged between objects?. Styling works relationally: proportion, sequence, contradiction, repetition, casting, gesture, and context can produce meanings that no isolated garment contains. Cultural specialists should review references drawn from communities whose authority is not held by the commissioning house.","Concept and editorial design: RN Collins","Diagram mapping what meaning emerged between objects? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA06-DIAGRAM-3","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","03 · ALLOCATE — Who approved, authored, owned, and was paid?. Attach the brief and call sheet; identify stylist, assistant, designer, photographer, model, producer, hair and makeup; then attach credit, fee, license, approval, archive-copy, and correction terms without assuming they coincide.","Concept and editorial design: RN Collins","Diagram mapping who approved, authored, owned, and was paid? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA06-DIAGRAM-4","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","04 · PRESERVE — Can the interpretation be reconstructed?. Keep pulls, returns, alternates, captions, credits, contact sheets where licensed, final selects, usage territories, expiry dates, and participant corrections. Archive the reasoning without republishing restricted material.","Concept and editorial design: RN Collins","Diagram mapping can the interpretation be reconstructed? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","1","provocation","CA06-TITLE","original title plate","/packages/ca06","native 4:5; no crop","A stylist does not merely arrange clothes. Styling selects, relates, withholds, and frames objects so that a look can enter culture—yet interpretation, authorship, ownership, credit, approval, and compensation must remain separate evidence questions.","RN Collins","Title plate for How Stylists Manufacture Cultural Meaning.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA06-DIAGRAM-3","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","03 · ALLOCATE — Who approved, authored, owned, and was paid?. Attach the brief and call sheet; identify stylist, assistant, designer, photographer, model, producer, hair and makeup; then attach credit, fee, license, approval, archive-copy, and correction terms without assuming they coincide.","Concept and editorial design: RN Collins","Diagram mapping who approved, authored, owned, and was paid? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CA06-DIAGRAM-4","original evidence diagram","/packages/ca06","native 4:5 diagram; preserve labels and evidence footer","04 · PRESERVE — Can the interpretation be reconstructed?. Keep pulls, returns, alternates, captions, credits, contact sheets where licensed, final selects, usage territories, expiry dates, and participant corrections. Archive the reasoning without republishing restricted material.","Concept and editorial design: RN Collins","Diagram mapping can the interpretation be reconstructed? within How Stylists Manufacture Cultural Meaning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"B","5","case","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","6","decision","CA06-COUNTERPOINT","original counterpoint plate","/packages/ca06#counterpoint","native 4:5; no crop","Treating styling as authorship can erase the designer, photographer, model, hair and makeup teams, assistants, cultural sources, and commissioner; treating it as logistics erases interpretation. The answer is a role-specific record, not a larger heroic claim.","RN Collins","Counterpoint card for How Stylists Manufacture Cultural Meaning.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CA06-FIELD-10","original fieldwork plate","/tools#ca06-tool","native 4:5; no crop","Write the cultural proposition in one sentence, then list the styling decisions that support it.","RN Collins","Fieldwork prompt for How Stylists Manufacture Cultural Meaning.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
