carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN02-TITLE","original title plate","/packages/cn02","native 4:5; no crop","No single record automatically grants the authority to interpret a dead designer’s codes: legal control, corporate office, curatorial custody, craft knowledge, family memory, community legitimacy, and audience recognition are different claims.","RN Collins","Title plate for Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-155989","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/155989","full object with generous field","The dual designer attribution makes succession visible as an evidence question: house continuity does not erase uncertainty about individual authorship.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. C. Oliver Iselin, 1961","Ornate pale silk House of Worth ball gown with floral decoration and a full trained skirt, dated 1895 to 1900.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN02-DIAGRAM-1","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","01 · CLAIM — What authority is being asserted?. Name the verb: preserve, exhibit, authenticate, reproduce, license, design, speak for, teach, sell, or change. Avoid the totalizing phrase “protect the legacy.”","Concept and editorial design: RN Collins","Diagram mapping what authority is being asserted? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN02-DIAGRAM-2","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","02 · RECORD — What supports that claim?. Attach corporate appointment, trademark record, license, will, probate order, copyright chain, collection agreement, employment record, oral history, craft evidence, or community protocol as appropriate.","Concept and editorial design: RN Collins","Diagram mapping what supports that claim? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN02-DIAGRAM-3","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","03 · LIMIT — Where does the authority stop?. A museum accession does not appoint a house successor; inherited copyright does not confer craft mastery; corporate title does not erase community memory; cultural legitimacy does not itself transfer a registered asset.","Concept and editorial design: RN Collins","Diagram mapping where does the authority stop? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN02-DIAGRAM-4","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","04 · CONTEST — How can interpretation be challenged and revised?. Publish sources, acknowledge gaps, credit carriers, invite corrections, document dissent, and schedule periodic review rather than presenting succession as final truth.","Concept and editorial design: RN Collins","Diagram mapping how can interpretation be challenged and revised? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S63","canonical public record card","https://www.copyright.gov/title17/92chap2.html","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. Copyright Office.","Official statutory text; quote narrowly and link. Subsections (d) and (e) address transfer by law, will, or intestacy.","QUOTE_LINK"
"A","8","action","S64","canonical public record card","https://www.copyright.gov/eco/help-claimant.html","typographic record excerpt; do not reproduce protected imagery","Standard Application Help: Claimant — transfer by inheritance is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for Standard Application Help: Claimant — transfer by inheritance, credited to U.S. Copyright Office.","Official registration guidance; paraphrase and link. It does not resolve state probate or contract questions.","LINK_ONLY"
"B","1","provocation","CN02-TITLE","original title plate","/packages/cn02","native 4:5; no crop","No single record automatically grants the authority to interpret a dead designer’s codes: legal control, corporate office, curatorial custody, craft knowledge, family memory, community legitimacy, and audience recognition are different claims.","RN Collins","Title plate for Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN02-DIAGRAM-3","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","03 · LIMIT — Where does the authority stop?. A museum accession does not appoint a house successor; inherited copyright does not confer craft mastery; corporate title does not erase community memory; cultural legitimacy does not itself transfer a registered asset.","Concept and editorial design: RN Collins","Diagram mapping where does the authority stop? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CN02-DIAGRAM-4","original evidence diagram","/packages/cn02","native 4:5 diagram; preserve labels and evidence footer","04 · CONTEST — How can interpretation be challenged and revised?. Publish sources, acknowledge gaps, credit carriers, invite corrections, document dissent, and schedule periodic review rather than presenting succession as final truth.","Concept and editorial design: RN Collins","Diagram mapping how can interpretation be challenged and revised? within Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S63","canonical public record card","https://www.copyright.gov/title17/92chap2.html","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. Copyright Office.","Official statutory text; quote narrowly and link. Subsections (d) and (e) address transfer by law, will, or intestacy.","QUOTE_LINK"
"B","5","case","S64","canonical public record card","https://www.copyright.gov/eco/help-claimant.html","typographic record excerpt; do not reproduce protected imagery","Standard Application Help: Claimant — transfer by inheritance is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for Standard Application Help: Claimant — transfer by inheritance, credited to U.S. Copyright Office.","Official registration guidance; paraphrase and link. It does not resolve state probate or contract questions.","LINK_ONLY"
"B","6","decision","CN02-COUNTERPOINT","original counterpoint plate","/packages/cn02#counterpoint","native 4:5; no crop","Plural authority can produce paralysis. A continuing house needs accountable decision-makers, not endless vetoes. The answer is not to flatten authority but to define decision scope, consultation, escalation, evidence, and correction before conflict.","RN Collins","Counterpoint card for Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CN02-FIELD-10","original fieldwork plate","/tools#cn02-tool","native 4:5; no crop","List every legal, corporate, curatorial, craft, family, community, and audience authority affected.","RN Collins","Fieldwork prompt for Who Is Allowed to Interpret a Dead Designer’s Codes?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-155989","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/155989","full object with generous field","The dual designer attribution makes succession visible as an evidence question: house continuity does not erase uncertainty about individual authorship.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. C. Oliver Iselin, 1961","Ornate pale silk House of Worth ball gown with floral decoration and a full trained skirt, dated 1895 to 1900.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
