carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO09-TITLE","original title plate","/packages/co09","native 4:5; no crop","Proof of making is a chain of contemporaneous records that can support authorship, development, contribution, and custody questions without pretending that documentation itself decides ownership.","RN Collins","Title plate for Proof of Making.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-107061","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/107061","full object with generous field","A documented copy after a Worth model makes the line between reference, attribution, and surviving object evidence visible.","Gift of Miss Agnes Miles Carpenter, 1941","A pale 1896 bridesmaid dress by A. F. Jammes, catalogued by The Metropolitan Museum of Art.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO09-DIAGRAM-1","original evidence diagram","/packages/co09","native 4:5 diagram; preserve labels and evidence footer","01 · ORIGIN — What is the earliest reliable record?. Preserve native file, physical notebook or sample, creator, date basis, device or system context, identifier, and custody. Distinguish recorded time from an unverified recollection.","Concept and editorial design: RN Collins","Diagram mapping what is the earliest reliable record? within Proof of Making.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO09-DIAGRAM-2","original evidence diagram","/packages/co09","native 4:5 diagram; preserve labels and evidence footer","02 · CHANGE — Can development be reconstructed?. Link versions, annotations, patterns, fittings, samples, approvals, and rejected alternatives. Keep contributor corrections and disagreements rather than overwriting them.","Concept and editorial design: RN Collins","Diagram mapping can development be reconstructed? within Proof of Making.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO09-DIAGRAM-3","original evidence diagram","/packages/co09","native 4:5 diagram; preserve labels and evidence footer","03 · RIGHT — What does the evidence not decide?. Separate factual creation history from U.S. copyright authorship, work-made-for-hire, transfer, contract, patent, design, trademark, foreign-law, and confidentiality questions.","Concept and editorial design: RN Collins","Diagram mapping what does the evidence not decide? within Proof of Making.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO09-DIAGRAM-4","original evidence diagram","/packages/co09","native 4:5 diagram; preserve labels and evidence footer","04 · CUSTODY — Can the chain survive movement?. Record every deposit, handoff, copy, migration, sale, loan, publication, return, and deletion with responsible person and integrity check.","Concept and editorial design: RN Collins","Diagram mapping can the chain survive movement? within Proof of Making.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","1","provocation","CO09-TITLE","original title plate","/packages/co09","native 4:5; no crop","Proof of making is a chain of contemporaneous records that can support authorship, development, contribution, and custody questions without pretending that documentation itself decides ownership.","RN Collins","Title plate for Proof of Making.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO09-DIAGRAM-3","original evidence diagram","/packages/co09","native 4:5 diagram; preserve labels and evidence footer","03 · RIGHT — What does the evidence not decide?. Separate factual creation history from U.S. copyright authorship, work-made-for-hire, transfer, contract, patent, design, trademark, foreign-law, and confidentiality questions.","Concept and editorial design: RN Collins","Diagram mapping what does the evidence not decide? within Proof of Making.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
