carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO08-TITLE","original title plate","/packages/co08","native 4:5; no crop","Taste can be recognized, taught, imitated, and commercially valuable without becoming a single ownable legal object; generative AI makes the need to separate those categories urgent.","RN Collins","Title plate for Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-83877","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/83877","full object with generous field","A garment record becomes institutional evidence when material, date, maker, identifier, and rights remain attached.","Gift of Mary Tavener Holmes, 1983","Eighteenth-century French silk dress with a fitted bodice and full skirt, from The Metropolitan Museum of Art collection.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO08-DIAGRAM-1","original evidence diagram","/packages/co08","native 4:5 diagram; preserve labels and evidence footer","01 · TASTE — What exactly is being claimed?. Separate a general sensibility from a named mark, protected work, registered design, confidential process, contractual promise, or misleading commercial representation. Precision prevents cultural grievance from being mistaken for a settled legal result.","Concept and editorial design: RN Collins","Diagram mapping what exactly is being claimed? within Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO08-DIAGRAM-2","original evidence diagram","/packages/co08","native 4:5 diagram; preserve labels and evidence footer","02 · TRACE — What entered the process?. Keep a source log for references, licensed assets, model and tool versions, prompts, human selections, rejected outputs, edits, and final approvals. The record supports accountability without proving a legal conclusion on its own.","Concept and editorial design: RN Collins","Diagram mapping what entered the process? within Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO08-DIAGRAM-3","original evidence diagram","/packages/co08","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSFORM — Where is human judgment visible?. Describe the problem, constraints, alternatives, selection criteria, arrangement, revision, and final expressive choices. Avoid claiming that effort alone creates protection; the purpose is to preserve an accurate creative record.","Concept and editorial design: RN Collins","Diagram mapping where is human judgment visible? within Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO08-DIAGRAM-4","original evidence diagram","/packages/co08","native 4:5 diagram; preserve labels and evidence footer","04 · REVIEW — Which question needs counsel or permission?. Flag identifiable source works, living artists or houses named in prompts, confidential inputs, deceptive attribution, commercial marks, uncertain licenses, and jurisdiction-specific design questions for qualified review.","Concept and editorial design: RN Collins","Diagram mapping which question needs counsel or permission? within Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S28","canonical public record card","https://www.wipo.int/en/web/fashion","typographic record excerpt; do not reproduce protected imagery","Intellectual Property in Fashion is retained as evidence, education, reporting or rights context.","World Intellectual Property Organization","Source card for Intellectual Property in Fashion, credited to World Intellectual Property Organization.","Link and paraphrase with attribution; do not reuse third-party stock illustrations.","LINK_ONLY"
"B","1","provocation","CO08-TITLE","original title plate","/packages/co08","native 4:5; no crop","Taste can be recognized, taught, imitated, and commercially valuable without becoming a single ownable legal object; generative AI makes the need to separate those categories urgent.","RN Collins","Title plate for Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO08-DIAGRAM-3","original evidence diagram","/packages/co08","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSFORM — Where is human judgment visible?. Describe the problem, constraints, alternatives, selection criteria, arrangement, revision, and final expressive choices. Avoid claiming that effort alone creates protection; the purpose is to preserve an accurate creative record.","Concept and editorial design: RN Collins","Diagram mapping where is human judgment visible? within Can Taste Be Owned in the Age of Generative AI?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
