carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA01-TITLE","original title plate","/packages/ca01","native 4:5; no crop","A collection is never carried by visibility alone: it moves through a temporary institution of skilled people, decisions, files, permissions, deadlines, money, tools, and credits whose power should be made legible.","RN Collins","Title plate for The Invisible Institution Behind One Collection.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CA01-DIAGRAM-1","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","01 · SEE — Who is actually in the institution?. Begin with people and entities, not an idealized org chart. Record each role, the work performed, employment or contracting status if verified, jurisdiction, decision authority, dependencies, and the evidence supporting the entry. Unknown must remain unknown.","Concept and editorial design: RN Collins","Diagram mapping who is actually in the institution? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA01-DIAGRAM-2","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","02 · HAND OFF — What crosses between them?. A sketch, toile, pattern, specification, fitting note, approval, image, sample, purchase order, credential, or verbal correction carries different kinds of knowledge. Bind every consequential handoff to a named sender, receiver, version, decision, deadline, and return path.","Concept and editorial design: RN Collins","Diagram mapping what crosses between them? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA01-DIAGRAM-3","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","03 · CREDIT — Whose labor becomes visible?. Public credit, legal authorship, ownership, compensation, and cultural recognition are different fields. Preserve the contributor’s preferred name and role while separately recording the governing contract or policy and any disputed or omitted attribution.","Concept and editorial design: RN Collins","Diagram mapping whose labor becomes visible? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA01-DIAGRAM-4","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","04 · TEST POWER — Who can stop, change, approve, or leave?. Map vetoes, approvals, revision burdens, payment triggers, confidentiality, reuse, termination, safety escalation, archive access, and correction. A glamorous credit list without decision and remedy fields can still hide the institution.","Concept and editorial design: RN Collins","Diagram mapping who can stop, change, approve, or leave? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S53","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section101&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 101 — Definitions is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 101 — Definitions, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"A","8","action","S54","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section201&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","1","provocation","CA01-TITLE","original title plate","/packages/ca01","native 4:5; no crop","A collection is never carried by visibility alone: it moves through a temporary institution of skilled people, decisions, files, permissions, deadlines, money, tools, and credits whose power should be made legible.","RN Collins","Title plate for The Invisible Institution Behind One Collection.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA01-DIAGRAM-3","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","03 · CREDIT — Whose labor becomes visible?. Public credit, legal authorship, ownership, compensation, and cultural recognition are different fields. Preserve the contributor’s preferred name and role while separately recording the governing contract or policy and any disputed or omitted attribution.","Concept and editorial design: RN Collins","Diagram mapping whose labor becomes visible? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CA01-DIAGRAM-4","original evidence diagram","/packages/ca01","native 4:5 diagram; preserve labels and evidence footer","04 · TEST POWER — Who can stop, change, approve, or leave?. Map vetoes, approvals, revision burdens, payment triggers, confidentiality, reuse, termination, safety escalation, archive access, and correction. A glamorous credit list without decision and remedy fields can still hide the institution.","Concept and editorial design: RN Collins","Diagram mapping who can stop, change, approve, or leave? within The Invisible Institution Behind One Collection.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S53","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section101&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 101 — Definitions is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 101 — Definitions, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","5","case","S54","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section201&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","6","decision","CA01-COUNTERPOINT","original counterpoint plate","/packages/ca01#counterpoint","native 4:5; no crop","Making invisible labor visible can itself become extractive: a house may display names while withholding pay, authority, safety, ownership, or meaningful consent. Some contributors may also need privacy. Credit is therefore a negotiated record—not a substitute for lawful working conditions, fair compensation, or power.","RN Collins","Counterpoint card for The Invisible Institution Behind One Collection.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CA01-FIELD-10","original fieldwork plate","/tools#ca01-tool","native 4:5; no crop","For each handoff, attach the exact file, object, message, approval, or agreement that proves it.","RN Collins","Fieldwork prompt for The Invisible Institution Behind One Collection.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
