carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","B09-TITLE","original title plate","/packages/b09","native 4:5; no crop","A house code becomes credible through patterned decisions and meaningful exceptions across time—not through one viral object or the mechanical repetition of a motif.","RN Collins","Title plate for Seven Seasons of Signal.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","X13","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/107061","full object with generous field","Bridesmaid dress is retained as additional official resource located during the dated excavation pass.","The Metropolitan Museum of Art","Source card for Bridesmaid dress, credited to The Metropolitan Museum of Art.","Public Domain under Met Open Access; exact image installed separately.","PUBLIC_DOMAIN_CC0"
"A","3","claim","B09-DIAGRAM-1","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","01 · SAMPLE — Is the comparison set honest?. Define seasons, object types, images, dates, sources, missing records, and selection criteria before describing a pattern. Do not cherry-pick only the most recognizable work.","Concept and editorial design: RN Collins","Diagram mapping is the comparison set honest? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","B09-DIAGRAM-2","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","02 · CODE — What exactly recurs?. Code silhouette, proportion, material, construction, color, gesture, image, language, casting, and refusal as separate observable fields. Keep description distinct from interpretation.","Concept and editorial design: RN Collins","Diagram mapping what exactly recurs? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","B09-DIAGRAM-3","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","03 · EXCEPTION — What does change reveal?. Record deliberate departures, commercial compromises, collaborator interventions, technical limits, and failed experiments. Exceptions show whether the method governs more than a motif.","Concept and editorial design: RN Collins","Diagram mapping what does change reveal? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","B09-DIAGRAM-4","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","04 · CLAIM — What may be said or protected?. Separate cultural recognition, creator testimony, trademark evidence, product-design trade dress, copyrightable expression, design rights, and unresolved legal questions. Route protection claims to jurisdiction-specific counsel.","Concept and editorial design: RN Collins","Diagram mapping what may be said or protected? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"A","8","action","S21","canonical public record card","https://artsandculture.google.com/partner/fondazione-gianfranco-ferre","typographic record excerpt; do not reproduce protected imagery","Gianfranco Ferré Research Center is retained as evidence, education, reporting or rights context.","Politecnico di Milano / Google Arts & Culture","Source card for Gianfranco Ferré Research Center, credited to Politecnico di Milano / Google Arts & Culture.","Use an official embed only if offered; otherwise link only.","LINK_ONLY"
"B","1","provocation","B09-TITLE","original title plate","/packages/b09","native 4:5; no crop","A house code becomes credible through patterned decisions and meaningful exceptions across time—not through one viral object or the mechanical repetition of a motif.","RN Collins","Title plate for Seven Seasons of Signal.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","B09-DIAGRAM-3","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","03 · EXCEPTION — What does change reveal?. Record deliberate departures, commercial compromises, collaborator interventions, technical limits, and failed experiments. Exceptions show whether the method governs more than a motif.","Concept and editorial design: RN Collins","Diagram mapping what does change reveal? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","B09-DIAGRAM-4","original evidence diagram","/packages/b09","native 4:5 diagram; preserve labels and evidence footer","04 · CLAIM — What may be said or protected?. Separate cultural recognition, creator testimony, trademark evidence, product-design trade dress, copyrightable expression, design rights, and unresolved legal questions. Route protection claims to jurisdiction-specific counsel.","Concept and editorial design: RN Collins","Diagram mapping what may be said or protected? within Seven Seasons of Signal.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"B","5","case","S21","canonical public record card","https://artsandculture.google.com/partner/fondazione-gianfranco-ferre","typographic record excerpt; do not reproduce protected imagery","Gianfranco Ferré Research Center is retained as evidence, education, reporting or rights context.","Politecnico di Milano / Google Arts & Culture","Source card for Gianfranco Ferré Research Center, credited to Politecnico di Milano / Google Arts & Culture.","Use an official embed only if offered; otherwise link only.","LINK_ONLY"
"B","6","decision","B09-COUNTERPOINT","original counterpoint plate","/packages/b09#counterpoint","native 4:5; no crop","Longitudinal coding can flatten fashion into measurable sameness, reward consistency over growth, or assign every recurring feature to the visible founder. The counterweight is exceptions, contributor evidence, historical context, and permission for the institution to change.","RN Collins","Counterpoint card for Seven Seasons of Signal.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","B09-FIELD-10","original fieldwork plate","/tools#b09-tool","native 4:5; no crop","Code ten observable fields and preserve counterexamples.","RN Collins","Fieldwork prompt for Seven Seasons of Signal.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","X13","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/107061","full object with generous field","Bridesmaid dress is retained as additional official resource located during the dated excavation pass.","The Metropolitan Museum of Art","Source card for Bridesmaid dress, credited to The Metropolitan Museum of Art.","Public Domain under Met Open Access; exact image installed separately.","PUBLIC_DOMAIN_CC0"
