carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO03-TITLE","original title plate","/packages/co03","native 4:5; no crop","A runway image sits inside a stack of interests: the photographed show and garments, the photographer's authorship, any work-made-for-hire status or transfer, model and venue agreements, accreditation terms, licenses, publication rights, and jurisdiction-specific publicity or privacy rules.","RN Collins","Title plate for Who Owns a Runway Image?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-tofr-08422","rights-cleared collection object","https://www.loc.gov/resource/tofr.08422/","full object with generous field","The image is a distinct authored work around fashion; the clothes, staging, model, commission, publication, and photograph do not collapse into one ownership question.","Toni Frissell Collection, Library of Congress Prints and Photographs Division","Two models wearing evening fashions in a 1956 Toni Frissell photograph made for Sports Illustrated.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO03-DIAGRAM-1","original evidence diagram","/packages/co03","native 4:5 diagram; preserve labels and evidence footer","01 · AUTHOR — Who made the photograph?. Record the photographer, capture date and time, file origin, embedded metadata, assignment, employer, commissioning party, and whether a statutory work-made-for-hire theory is actually supported. Payment alone is not the test.","Concept and editorial design: RN Collins","Diagram mapping who made the photograph? within Who Owns a Runway Image?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO03-DIAGRAM-2","original evidence diagram","/packages/co03","native 4:5 diagram; preserve labels and evidence footer","02 · TRANSFER — Did ownership or an exclusive right move?. Locate the signed writing, identify the rights transferred, territory, media, duration, exclusivity, sublicensing, credit, editing, archive, and termination terms. A delivery folder, invoice, or social post may be relevant evidence but is not automatically a complete transfer instrument.","Concept and editorial design: RN Collins","Diagram mapping did ownership or an exclusive right move? within Who Owns a Runway Image?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO03-DIAGRAM-3","original evidence diagram","/packages/co03","native 4:5 diagram; preserve labels and evidence footer","03 · PERMISSION STACK — What else governs use?. Separate copyright from accreditation terms, publication license, model agreement, venue rules, embargo, trademark presentation, publicity or privacy law, and contractual restrictions. The answer may change with use, territory, and audience.","Concept and editorial design: RN Collins","Diagram mapping what else governs use? within Who Owns a Runway Image?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO03-DIAGRAM-4","original evidence diagram","/packages/co03","native 4:5 diagram; preserve labels and evidence footer","04 · PUBLISH — Can the exact use be shown?. Before publishing, bind the exact image or clip to its source record, permitted use, crop or edit, credit, caption, alt text, license evidence, expiration, takedown route, and counsel decision where the stack remains uncertain.","Concept and editorial design: RN Collins","Diagram mapping can the exact use be shown? within Who Owns a Runway Image?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S53","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section101&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 101 — Definitions is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 101 — Definitions, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"A","8","action","S54","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section201&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","1","provocation","CO03-TITLE","original title plate","/packages/co03","native 4:5; no crop","A runway image sits inside a stack of interests: the photographed show and garments, the photographer's authorship, any work-made-for-hire status or transfer, model and venue agreements, accreditation terms, licenses, publication rights, and jurisdiction-specific publicity or privacy rules.","RN Collins","Title plate for Who Owns a Runway Image?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO03-DIAGRAM-3","original evidence diagram","/packages/co03","native 4:5 diagram; preserve labels and evidence footer","03 · PERMISSION STACK — What else governs use?. Separate copyright from accreditation terms, publication license, model agreement, venue rules, embargo, trademark presentation, publicity or privacy law, and contractual restrictions. The answer may change with use, territory, and audience.","Concept and editorial design: RN Collins","Diagram mapping what else governs use? within Who Owns a Runway Image?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
