carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN09-TITLE","original title plate","/packages/cn09","native 4:5; no crop","Philanthropic continuation is strongest when it funds the conditions for new creators to build authority—not when it requires them to reproduce a founder’s style or gratitude.","RN Collins","Title plate for Philanthropy as Continuation.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-pga-06009","rights-cleared collection object","https://www.loc.gov/resource/pga.06009/","full object with generous field","A commercial name can identify the business presented to buyers while the image itself preserves a different maker attribution.","Popular Graphic Arts Collection, Library of Congress Prints and Photographs Division","An 1874 illustrated advertisement for S.D. Sollers and Company children's shoes, lithographed by Duval and Hunter.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN09-DIAGRAM-1","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","01 · CONDITION — Which barrier is being changed?. Use participant and field evidence to name the constraint—time, space, tools, care, legal access, production, archive, education, market, or safety—without inventing deficit narratives.","Concept and editorial design: RN Collins","Diagram mapping which barrier is being changed? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN09-DIAGRAM-2","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","02 · POWER — Who defines success?. Allocate governance among participants, practitioners, community authorities, staff, independent reviewers, and funder; disclose conflicts and create appeal and correction routes.","Concept and editorial design: RN Collins","Diagram mapping who defines success? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN09-DIAGRAM-3","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","03 · RIGHT — What do recipients retain?. Separate grant conditions, IP, name and likeness, documentation, data, confidentiality, cultural knowledge, publication, archive, and post-program access.","Concept and editorial design: RN Collins","Diagram mapping what do recipients retain? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN09-DIAGRAM-4","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","04 · CONTINUE — What remains when funding stops?. Plan unrestricted assets, maintained tools, open or governed curricula, participant networks, preserved records, successor funding, and an ethical closure route.","Concept and editorial design: RN Collins","Diagram mapping what remains when funding stops? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"A","8","action","S53","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section101&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 101 — Definitions is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 101 — Definitions, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","1","provocation","CN09-TITLE","original title plate","/packages/cn09","native 4:5; no crop","Philanthropic continuation is strongest when it funds the conditions for new creators to build authority—not when it requires them to reproduce a founder’s style or gratitude.","RN Collins","Title plate for Philanthropy as Continuation.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN09-DIAGRAM-3","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","03 · RIGHT — What do recipients retain?. Separate grant conditions, IP, name and likeness, documentation, data, confidentiality, cultural knowledge, publication, archive, and post-program access.","Concept and editorial design: RN Collins","Diagram mapping what do recipients retain? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CN09-DIAGRAM-4","original evidence diagram","/packages/cn09","native 4:5 diagram; preserve labels and evidence footer","04 · CONTINUE — What remains when funding stops?. Plan unrestricted assets, maintained tools, open or governed curricula, participant networks, preserved records, successor funding, and an ethical closure route.","Concept and editorial design: RN Collins","Diagram mapping what remains when funding stops? within Philanthropy as Continuation.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
