carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA02-TITLE","original title plate","/packages/ca02","native 4:5; no crop","An archive becomes institutional infrastructure when it is retrievable, interpretable, rights-aware, and capable of changing a live creative decision.","RN Collins","Title plate for Archive as Design Employee.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-157996","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/157996","full object with generous field","A less-remembered house remains researchable because its object record survives.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art; Gift of Marion Litchfield, 1950","Pale silk afternoon dress by Jeanne Hallée, shown from the front at a three-quarter angle.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CA02-DIAGRAM-1","original evidence diagram","/packages/ca02","native 4:5 diagram; preserve labels and evidence footer","01 · RETRIEVE — Can the right record be found?. Identifiers, dates, makers, materials, controlled vocabulary, file relationships, and search pathways determine whether memory is available at the moment of decision.","Concept and editorial design: RN Collins","Diagram mapping can the right record be found? within Archive as Design Employee.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA02-DIAGRAM-2","original evidence diagram","/packages/ca02","native 4:5 diagram; preserve labels and evidence footer","02 · READ — Can someone understand why it matters?. A sketch, fitting note, failed sample, or garment becomes more useful when the record preserves the question it answered—not only what it looks like.","Concept and editorial design: RN Collins","Diagram mapping can someone understand why it matters? within Archive as Design Employee.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA02-DIAGRAM-3","original evidence diagram","/packages/ca02","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSFORM — Can the archive generate difference?. The strongest use is not literal revival. It is recovery of a method, constraint, construction problem, or unresolved question that can be recomposed for a new context.","Concept and editorial design: RN Collins","Diagram mapping can the archive generate difference? within Archive as Design Employee.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA02-DIAGRAM-4","original evidence diagram","/packages/ca02","native 4:5 diagram; preserve labels and evidence footer","04 · CITE — Can the new work show its lineage?. Source identifiers, rights decisions, credits, and transformation notes let inspiration remain accountable. Citation does not weaken originality; it distinguishes research from extraction.","Concept and editorial design: RN Collins","Diagram mapping can the new work show its lineage? within Archive as Design Employee.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S21","canonical public record card","https://artsandculture.google.com/partner/fondazione-gianfranco-ferre","typographic record excerpt; do not reproduce protected imagery","Gianfranco Ferré Research Center is retained as evidence, education, reporting or rights context.","Politecnico di Milano / Google Arts & Culture","Source card for Gianfranco Ferré Research Center, credited to Politecnico di Milano / Google Arts & Culture.","Use an official embed only if offered; otherwise link only.","LINK_ONLY"
"A","8","action","S22","canonical public record card","https://artsandculture.google.com/story/WQUhce5OUFK2Xg","typographic record excerpt; do not reproduce protected imagery","Gianfranco Ferré Research Center is retained as evidence, education, reporting or rights context.","Politecnico di Milano / Google Arts & Culture","Source card for Gianfranco Ferré Research Center, credited to Politecnico di Milano / Google Arts & Culture.","Use an official embed only if offered; otherwise link only.","LINK_ONLY"
"B","1","provocation","CA02-TITLE","original title plate","/packages/ca02","native 4:5; no crop","An archive becomes institutional infrastructure when it is retrievable, interpretable, rights-aware, and capable of changing a live creative decision.","RN Collins","Title plate for Archive as Design Employee.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA02-DIAGRAM-3","original evidence diagram","/packages/ca02","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSFORM — Can the archive generate difference?. The strongest use is not literal revival. It is recovery of a method, constraint, construction problem, or unresolved question that can be recomposed for a new context.","Concept and editorial design: RN Collins","Diagram mapping can the archive generate difference? within Archive as Design Employee.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
