carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","B06-TITLE","original title plate","/packages/b06","native 4:5; no crop","A first collection is a public beginning built on a private prehistory of research, relationships, prototypes, permissions, costing, records, and decisions.","RN Collins","Title plate for Collection One Is Not the Beginning.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","B06-DIAGRAM-1","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","01 · QUESTION — What is the collection testing?. Name the wearer, use, proposition, material problem, cultural reference, price assumption, and evidence that could disprove the premise. A debut without a question becomes inventory searching for a story.","Concept and editorial design: RN Collins","Diagram mapping what is the collection testing? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","B06-DIAGRAM-2","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","02 · PROTOTYPE — Which failures taught the work?. Preserve dated sketches, trial patterns, samples, fittings, substitutions, costs, and rejection reasons. These records show development without automatically deciding authorship or ownership.","Concept and editorial design: RN Collins","Diagram mapping which failures taught the work? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","B06-DIAGRAM-3","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","03 · RELATION — Who carries the first promise?. Record contributors, suppliers, workers, advisers, venues, buyers, and subjects with their actual role, compensation basis, consent, credit, approval, and correction route. Do not infer a relationship from a launch image.","Concept and editorial design: RN Collins","Diagram mapping who carries the first promise? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","B06-DIAGRAM-4","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","04 · RELEASE — What must be true before visibility?. Require finished objects, verified claims, documented rights, realistic fulfillment, accessible media, customer terms, crisis contacts, and an archive deposit. Publication is a governance decision, not the end of production.","Concept and editorial design: RN Collins","Diagram mapping what must be true before visibility? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S28","canonical public record card","https://www.wipo.int/en/web/fashion","typographic record excerpt; do not reproduce protected imagery","Intellectual Property in Fashion is retained as evidence, education, reporting or rights context.","World Intellectual Property Organization","Source card for Intellectual Property in Fashion, credited to World Intellectual Property Organization.","Link and paraphrase with attribution; do not reuse third-party stock illustrations.","LINK_ONLY"
"B","1","provocation","B06-TITLE","original title plate","/packages/b06","native 4:5; no crop","A first collection is a public beginning built on a private prehistory of research, relationships, prototypes, permissions, costing, records, and decisions.","RN Collins","Title plate for Collection One Is Not the Beginning.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","B06-DIAGRAM-3","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","03 · RELATION — Who carries the first promise?. Record contributors, suppliers, workers, advisers, venues, buyers, and subjects with their actual role, compensation basis, consent, credit, approval, and correction route. Do not infer a relationship from a launch image.","Concept and editorial design: RN Collins","Diagram mapping who carries the first promise? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","B06-DIAGRAM-4","original evidence diagram","/packages/b06","native 4:5 diagram; preserve labels and evidence footer","04 · RELEASE — What must be true before visibility?. Require finished objects, verified claims, documented rights, realistic fulfillment, accessible media, customer terms, crisis contacts, and an archive deposit. Publication is a governance decision, not the end of production.","Concept and editorial design: RN Collins","Diagram mapping what must be true before visibility? within Collection One Is Not the Beginning.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
