carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","B01-TITLE","original title plate","/packages/b01","native 4:5; no crop","A fashion house begins when taste stops being a private instinct and becomes a repeatable system other people can carry, question, record, and continue.","RN Collins","Title plate for When Does a Designer Become a House?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-81112","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/81112","full object with generous field","The house is visible as both maker attribution and an enduring cataloguing unit.","Gift of Mrs. Philip K. Rhinelander, 1946","Elaborately trimmed silk ball gown by the House of Worth, dated around 1872.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","B01-DIAGRAM-1","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","01 · CODE — Can the eye be explained?. A code is not a mood board. It is a set of recurring decisions—silhouette, proportion, material, finish, behavior, refusal—with examples, exceptions, and a reason for each. The test is not whether every object looks alike. It is whether a collaborator can recognize the governing judgment.","Concept and editorial design: RN Collins","Diagram mapping can the eye be explained? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","B01-DIAGRAM-2","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","02 · CARRY — Can another hand act without impersonating?. An institution needs roles, handoffs, review rituals, and vocabulary. Documentation should transmit the standard while leaving room for skilled interpretation. If every decision must return to the founder, the practice has staff but not institutional capacity.","Concept and editorial design: RN Collins","Diagram mapping can another hand act without impersonating? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","B01-DIAGRAM-3","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","03 · PROOF — Can the work prove its own making?. Collection records, samples, specifications, correspondence, credits, rights decisions, and accession-quality metadata turn memory into evidence. The record does not replace the object; it prevents the object from becoming anonymous.","Concept and editorial design: RN Collins","Diagram mapping can the work prove its own making? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","B01-DIAGRAM-4","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","04 · CONTINUITY — Can the system survive absence?. A house is tested by illness, departure, conflict, growth, sale, and succession. Continuity requires named authority, access to accounts and files, an archive, and a method for distinguishing evolution from imitation.","Concept and editorial design: RN Collins","Diagram mapping can the system survive absence? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"A","8","action","S15","canonical public record card","https://sparc.fitnyc.edu/repositories/2/archival_objects/3962","typographic record excerpt; do not reproduce protected imagery","FIT oral histories collection, 1967–2023 is retained as evidence, education, reporting or rights context.","FIT Gladys Marcus Library","Source card for FIT oral histories collection, 1967–2023, credited to FIT Gladys Marcus Library.","Finding-aid metadata may be cited; media is governed item by item.","LINK_ONLY"
"B","1","provocation","B01-TITLE","original title plate","/packages/b01","native 4:5; no crop","A fashion house begins when taste stops being a private instinct and becomes a repeatable system other people can carry, question, record, and continue.","RN Collins","Title plate for When Does a Designer Become a House?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","B01-DIAGRAM-3","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","03 · PROOF — Can the work prove its own making?. Collection records, samples, specifications, correspondence, credits, rights decisions, and accession-quality metadata turn memory into evidence. The record does not replace the object; it prevents the object from becoming anonymous.","Concept and editorial design: RN Collins","Diagram mapping can the work prove its own making? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","B01-DIAGRAM-4","original evidence diagram","/packages/b01","native 4:5 diagram; preserve labels and evidence footer","04 · CONTINUITY — Can the system survive absence?. A house is tested by illness, departure, conflict, growth, sale, and succession. Continuity requires named authority, access to accounts and files, an archive, and a method for distinguishing evolution from imitation.","Concept and editorial design: RN Collins","Diagram mapping can the system survive absence? within When Does a Designer Become a House?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"B","5","case","S15","canonical public record card","https://sparc.fitnyc.edu/repositories/2/archival_objects/3962","typographic record excerpt; do not reproduce protected imagery","FIT oral histories collection, 1967–2023 is retained as evidence, education, reporting or rights context.","FIT Gladys Marcus Library","Source card for FIT oral histories collection, 1967–2023, credited to FIT Gladys Marcus Library.","Finding-aid metadata may be cited; media is governed item by item.","LINK_ONLY"
"B","6","decision","B01-COUNTERPOINT","original counterpoint plate","/packages/b01#counterpoint","native 4:5; no crop","Codifying taste can become a cage. The goal is not to freeze a signature look; it is to preserve how decisions are made—including how the house recognizes when its old answer is no longer enough.","RN Collins","Counterpoint card for When Does a Designer Become a House?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","B01-FIELD-10","original fieldwork plate","/tools#b01-tool","native 4:5; no crop","For each decision, attach one example and one deliberate exception.","RN Collins","Fieldwork prompt for When Does a Designer Become a House?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-81112","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/81112","full object with generous field","The house is visible as both maker attribution and an enduring cataloguing unit.","Gift of Mrs. Philip K. Rhinelander, 1946","Elaborately trimmed silk ball gown by the House of Worth, dated around 1872.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
