carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN03-TITLE","original title plate","/packages/cn03","native 4:5; no crop","A final collection is an operational event: orders, staff, collaborators, IP, files, samples, money, promises, and public language require decisions even when creative work stops.","RN Collins","Title plate for The Last Collection Is an Operational Event.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-84652","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/84652","full object with generous field","Made after Charles Frederick Worth’s death, the dress lets the house name continue in the record without proving who controlled every creative or economic decision.","Gift of Miss Eva Drexel Dahlgren, 1976","House of Worth silk evening dress from 1898 to 1900 with a pale embellished bodice, narrow waist, and richly patterned trained skirt.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN03-DIAGRAM-1","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","01 · STABILIZE — Who and what need an answer today?. Inventory safety, payroll, benefits, contractors, customers, deposits, deadlines, facilities, systems, insurers, lenders, and emergency contacts. Identify the authorized interim decision-maker from actual records.","Concept and editorial design: RN Collins","Diagram mapping who and what need an answer today? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN03-DIAGRAM-2","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","02 · FREEZE — Which changes should stop?. Preserve files, samples, accounts, logs, agreements, permissions, money movements, and public drafts; suspend deletion and irreversible publication while legal holds, privacy, and access are reviewed.","Concept and editorial design: RN Collins","Diagram mapping which changes should stop? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN03-DIAGRAM-3","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","03 · DECIDE — Can unfinished work continue?. Assess creative authority, contributor consent, labor, contract, quality, finance, rights, customer, cultural, and reputational consequences for ship, pause, complete, transfer, or cancel.","Concept and editorial design: RN Collins","Diagram mapping can unfinished work continue? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN03-DIAGRAM-4","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","04 · ACCOUNT — How will the institution explain the outcome?. Publish only verified decisions, preserve dissent and credits, notify affected parties before spectacle, record refunds or remedies, and archive the rationale and authority.","Concept and editorial design: RN Collins","Diagram mapping how will the institution explain the outcome? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"B","1","provocation","CN03-TITLE","original title plate","/packages/cn03","native 4:5; no crop","A final collection is an operational event: orders, staff, collaborators, IP, files, samples, money, promises, and public language require decisions even when creative work stops.","RN Collins","Title plate for The Last Collection Is an Operational Event.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN03-DIAGRAM-3","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","03 · DECIDE — Can unfinished work continue?. Assess creative authority, contributor consent, labor, contract, quality, finance, rights, customer, cultural, and reputational consequences for ship, pause, complete, transfer, or cancel.","Concept and editorial design: RN Collins","Diagram mapping can unfinished work continue? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CN03-DIAGRAM-4","original evidence diagram","/packages/cn03","native 4:5 diagram; preserve labels and evidence footer","04 · ACCOUNT — How will the institution explain the outcome?. Publish only verified decisions, preserve dissent and credits, notify affected parties before spectacle, record refunds or remedies, and archive the rationale and authority.","Concept and editorial design: RN Collins","Diagram mapping how will the institution explain the outcome? within The Last Collection Is an Operational Event.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"B","5","case","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
