carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","B05-TITLE","original title plate","/packages/b05","native 4:5; no crop","A creator can build institutional capacity before forming a company—method, evidence, relationships, audience routes, promises, and an archive—but should never confuse that capacity with legal personality, liability protection, tax status, or governance.","RN Collins","Title plate for Can a Creator Build a House Before Building a Company?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-81112","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/81112","full object with generous field","The house is visible as both maker attribution and an enduring cataloguing unit.","Gift of Mrs. Philip K. Rhinelander, 1946","Elaborately trimmed silk ball gown by the House of Worth, dated around 1872.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","B05-DIAGRAM-1","original evidence diagram","/packages/b05","native 4:5 diagram; preserve labels and evidence footer","01 · PRACTICE — What already repeats?. Document the offer, client or audience promise, research method, design sequence, collaborator roles, quality threshold, payment path, correction route, and archive habit. Repetition reveals the institution already operating around the person.","Concept and editorial design: RN Collins","Diagram mapping what already repeats? within Can a Creator Build a House Before Building a Company?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","B05-DIAGRAM-2","original evidence diagram","/packages/b05","native 4:5 diagram; preserve labels and evidence footer","02 · RECORD — Can the practice prove what happened?. Use written scopes, invoices, contributor credits, versioned files, rights and permissions records, contact consent, expense evidence, tax records, and object identifiers appropriate to the actual jurisdiction and activity.","Concept and editorial design: RN Collins","Diagram mapping can the practice prove what happened? within Can a Creator Build a House Before Building a Company?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","B05-DIAGRAM-3","original evidence diagram","/packages/b05","native 4:5 diagram; preserve labels and evidence footer","03 · SEPARATE — Which formal questions cannot be solved by good habits?. Entity formation, liability, tax treatment, employment, insurance, securities, licenses, registrations, beneficial ownership, contracting authority, and cross-border activity require fact-specific professional review. A beautiful archive does not create a liability shield.","Concept and editorial design: RN Collins","Diagram mapping which formal questions cannot be solved by good habits? within Can a Creator Build a House Before Building a Company?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","B05-DIAGRAM-4","original evidence diagram","/packages/b05","native 4:5 diagram; preserve labels and evidence footer","04 · TRANSITION — What should move when structure arrives?. Inventory names, domains, accounts, agreements, equipment, files, marks, designs, licenses, debts, receivables, privacy obligations, and archive custody. Counsel and advisers must determine what can be assigned, licensed, contributed, retained, or newly contracted.","Concept and editorial design: RN Collins","Diagram mapping what should move when structure arrives? within Can a Creator Build a House Before Building a Company?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"A","8","action","S49","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section1060&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","15 U.S.C. § 1060 — Assignment is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 15 U.S.C. § 1060 — Assignment, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link to the official current source.","QUOTE_LINK"
"B","1","provocation","B05-TITLE","original title plate","/packages/b05","native 4:5; no crop","A creator can build institutional capacity before forming a company—method, evidence, relationships, audience routes, promises, and an archive—but should never confuse that capacity with legal personality, liability protection, tax status, or governance.","RN Collins","Title plate for Can a Creator Build a House Before Building a Company?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","B05-DIAGRAM-3","original evidence diagram","/packages/b05","native 4:5 diagram; preserve labels and evidence footer","03 · SEPARATE — Which formal questions cannot be solved by good habits?. Entity formation, liability, tax treatment, employment, insurance, securities, licenses, registrations, beneficial ownership, contracting authority, and cross-border activity require fact-specific professional review. A beautiful archive does not create a liability shield.","Concept and editorial design: RN Collins","Diagram mapping which formal questions cannot be solved by good habits? within Can a Creator Build a House Before Building a Company?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
