carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA07-TITLE","original title plate","/packages/ca07","native 4:5; no crop","A photographer can make a house recognizable by translating garments into light, time, body, setting, and repeatable image grammar; that cultural power does not collapse authorship, copyright ownership, commission terms, credit, or archive custody into one answer.","RN Collins","Title plate for The Photographer Who Defines the House.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","S89","rights-cleared collection object","https://www.loc.gov/resource/tofr.52127/","full object with generous field","Gloria Vanderbilt Cooper is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Gloria Vanderbilt Cooper, credited to Library of Congress.","Included in the Library of Congress Fashion Free to Use and Reuse set; retain Toni Frissell, Vogue context, identifier, and canonical record.","REUSE"
"A","3","claim","CA07-DIAGRAM-1","original evidence diagram","/packages/ca07","native 4:5 diagram; preserve labels and evidence footer","01 · GRAMMAR — What makes the image-world recognizable?. Trace light, distance, movement, lens position, setting, casting, color, sequencing, and refusal across a defined body of work. Describe patterns without claiming the house or photographer owns an abstract style.","Concept and editorial design: RN Collins","Diagram mapping what makes the image-world recognizable? within The Photographer Who Defines the House.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA07-DIAGRAM-2","original evidence diagram","/packages/ca07","native 4:5 diagram; preserve labels and evidence footer","02 · AUTHOR — Who created the photograph?. Preserve photographer, assistants, digital technician, set, styling, model, hair, makeup, retouching, and commissioner records. Under U.S. guidance, do not assume a commission alone answers work-made-for-hire status.","Concept and editorial design: RN Collins","Diagram mapping who created the photograph? within The Photographer Who Defines the House.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA07-DIAGRAM-3","original evidence diagram","/packages/ca07","native 4:5 diagram; preserve labels and evidence footer","03 · LICENSE — What may the house actually do?. Attach usage media, territory, term, exclusivity, crops, derivatives, credits, embargoes, archive copies, portfolio uses, and approval language. Route ownership and transfer questions to counsel with the executed agreement.","Concept and editorial design: RN Collins","Diagram mapping what may the house actually do? within The Photographer Who Defines the House.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA07-DIAGRAM-4","original evidence diagram","/packages/ca07","native 4:5 diagram; preserve labels and evidence footer","04 · MEMORY — Whose archive preserves the house image?. Map negatives or RAW files, selects, contact sheets, captions, model releases, licenses, expiry, publication proofs, and preservation custody. Cultural memory may depend on a record the house does not own.","Concept and editorial design: RN Collins","Diagram mapping whose archive preserves the house image? within The Photographer Who Defines the House.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S23","canonical public record card","https://artsandculture.google.com/partner/conde-nast-archive","typographic record excerpt; do not reproduce protected imagery","Condé Nast Archive is retained as evidence, education, reporting or rights context.","Condé Nast / Google Arts & Culture","Source card for Condé Nast Archive, credited to Condé Nast / Google Arts & Culture.","Copyright controlled by Condé Nast and creators; licensing required for media.","LINK_ONLY"
"A","8","action","S54","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title17-section201&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link.","QUOTE_LINK"
"B","1","provocation","CA07-TITLE","original title plate","/packages/ca07","native 4:5; no crop","A photographer can make a house recognizable by translating garments into light, time, body, setting, and repeatable image grammar; that cultural power does not collapse authorship, copyright ownership, commission terms, credit, or archive custody into one answer.","RN Collins","Title plate for The Photographer Who Defines the House.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA07-DIAGRAM-3","original evidence diagram","/packages/ca07","native 4:5 diagram; preserve labels and evidence footer","03 · LICENSE — What may the house actually do?. Attach usage media, territory, term, exclusivity, crops, derivatives, credits, embargoes, archive copies, portfolio uses, and approval language. Route ownership and transfer questions to counsel with the executed agreement.","Concept and editorial design: RN Collins","Diagram mapping what may the house actually do? within The Photographer Who Defines the House.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
