carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN08-TITLE","original title plate","/packages/cn08","native 4:5; no crop","A garment and its digital record are interdependent preservation systems: the object carries material evidence the file cannot feel, while the file carries context the object cannot state.","RN Collins","Title plate for A Garment Can Outlive Its File.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-83877","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/83877","full object with generous field","A garment record becomes institutional evidence when material, date, maker, identifier, and rights remain attached.","Gift of Mary Tavener Holmes, 1983","Eighteenth-century French silk dress with a fitted bodice and full skirt, from The Metropolitan Museum of Art collection.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN08-DIAGRAM-1","original evidence diagram","/packages/cn08","native 4:5 diagram; preserve labels and evidence footer","01 · IDENTIFY — Can object and file find each other?. Assign stable identifiers to garment, component, container, digital folder, preservation copy, image, and related record; never rely on filename or shelf memory alone.","Concept and editorial design: RN Collins","Diagram mapping can object and file find each other? within A Garment Can Outlive Its File.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN08-DIAGRAM-2","original evidence diagram","/packages/cn08","native 4:5 diagram; preserve labels and evidence footer","02 · DESCRIBE — What evidence belongs to each medium?. Record physical material, construction, wear and condition separately from file provenance, format, metadata, rights, version, and fixity. Link without collapsing.","Concept and editorial design: RN Collins","Diagram mapping what evidence belongs to each medium? within A Garment Can Outlive Its File.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN08-DIAGRAM-3","original evidence diagram","/packages/cn08","native 4:5 diagram; preserve labels and evidence footer","03 · CARE — What threatens survival?. Assess handling, light, pests, humidity, storage materials, damage, hardware, software, format, bit integrity, access, vendor, and backup with appropriate specialists.","Concept and editorial design: RN Collins","Diagram mapping what threatens survival? within A Garment Can Outlive Its File.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN08-DIAGRAM-4","original evidence diagram","/packages/cn08","native 4:5 diagram; preserve labels and evidence footer","04 · USE — How will access avoid harm?. Define handling, digitization, research, display, reproduction, privacy, cultural restriction, loan, treatment, and correction rules; record every intervention.","Concept and editorial design: RN Collins","Diagram mapping how will access avoid harm? within A Garment Can Outlive Its File.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S39","canonical public record card","https://www.archives.gov/records-mgmt/policy/universalermrequirements","typographic record excerpt; do not reproduce protected imagery","Universal Electronic Records Management Requirements, Version 3 is retained as evidence, education, reporting or rights context.","U.S. National Archives and Records Administration","Source card for Universal Electronic Records Management Requirements, Version 3, credited to U.S. National Archives and Records Administration.","Government resource; link/download for education and do not imply endorsement.","LINK_ONLY"
"A","8","action","S40","canonical public record card","https://siarchives.si.edu/what-we-do/collections-care","typographic record excerpt; do not reproduce protected imagery","Collections Care is retained as evidence, education, reporting or rights context.","Smithsonian Institution Archives","Source card for Collections Care, credited to Smithsonian Institution Archives.","Link and paraphrase; page photography requires separate clearance.","LINK_ONLY"
"B","1","provocation","CN08-TITLE","original title plate","/packages/cn08","native 4:5; no crop","A garment and its digital record are interdependent preservation systems: the object carries material evidence the file cannot feel, while the file carries context the object cannot state.","RN Collins","Title plate for A Garment Can Outlive Its File.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN08-DIAGRAM-3","original evidence diagram","/packages/cn08","native 4:5 diagram; preserve labels and evidence footer","03 · CARE — What threatens survival?. Assess handling, light, pests, humidity, storage materials, damage, hardware, software, format, bit integrity, access, vendor, and backup with appropriate specialists.","Concept and editorial design: RN Collins","Diagram mapping what threatens survival? within A Garment Can Outlive Its File.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
