carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO01-TITLE","original title plate","/packages/co01","native 4:5; no crop","A founder's name on a label signals identity and reputation; it does not, by itself, answer who owns the registered mark, company, domain, likeness permissions, archive authority, or power to approve future uses.","RN Collins","Title plate for Your Name Is on the Label—Do You Own It?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-pga-06009","rights-cleared collection object","https://www.loc.gov/resource/pga.06009/","full object with generous field","A commercial name can identify the business presented to buyers while the image itself preserves a different maker attribution.","Popular Graphic Arts Collection, Library of Congress Prints and Photographs Division","An 1874 illustrated advertisement for S.D. Sollers and Company children's shoes, lithographed by Duval and Hunter.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO01-DIAGRAM-1","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","01 · IDENTIFY — Which name is this?. Separate the person's legal name, professional name, signature, portrait, label name, house name, monogram, product line, domain, and social handle. Similar public presentation does not make these one legal object.","Concept and editorial design: RN Collins","Diagram mapping which name is this? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO01-DIAGRAM-2","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","02 · LOCATE — Where is control recorded?. For a U.S. federal mark, inspect the registration and any recorded assignments; for the company, inspect governing records; for domains and accounts, inspect registrant and administrator access; for licenses and approvals, inspect executed agreements. Never substitute the label display for the record.","Concept and editorial design: RN Collins","Diagram mapping where is control recorded? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO01-DIAGRAM-3","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","03 · DISTINGUISH — What power does each record confer?. Registration, ownership, licensed use, consent, approval, corporate voting, employment authority, account administration, and archive access answer different questions. A founder can possess some and not others.","Concept and editorial design: RN Collins","Diagram mapping what power does each record confer? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO01-DIAGRAM-4","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","04 · ESCALATE — What cannot this audit decide?. Common-law rights, state publicity law, foreign law, contractual interpretation, beneficial ownership, validity, priority, and disputed facts require jurisdiction-specific investigation and qualified counsel. The map prepares that review; it does not replace it.","Concept and editorial design: RN Collins","Diagram mapping what cannot this audit decide? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S32","canonical public record card","https://www.uspto.gov/about-us/events/fashion-beauty-and-intellectual-property-trademarks","typographic record excerpt; do not reproduce protected imagery","Fashion, Beauty, and Intellectual Property: Trademarks is retained as evidence, education, reporting or rights context.","United States Patent and Trademark Office","Source card for Fashion, Beauty, and Intellectual Property: Trademarks, credited to United States Patent and Trademark Office.","Government page may be cited; do not assume event media or graphics are public domain.","LINK_ONLY"
"A","8","action","S48","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section1052&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","15 U.S.C. § 1052 — Trademarks registrable on the principal register is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 15 U.S.C. § 1052 — Trademarks registrable on the principal register, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link to the official current source.","QUOTE_LINK"
"B","1","provocation","CO01-TITLE","original title plate","/packages/co01","native 4:5; no crop","A founder's name on a label signals identity and reputation; it does not, by itself, answer who owns the registered mark, company, domain, likeness permissions, archive authority, or power to approve future uses.","RN Collins","Title plate for Your Name Is on the Label—Do You Own It?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO01-DIAGRAM-3","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","03 · DISTINGUISH — What power does each record confer?. Registration, ownership, licensed use, consent, approval, corporate voting, employment authority, account administration, and archive access answer different questions. A founder can possess some and not others.","Concept and editorial design: RN Collins","Diagram mapping what power does each record confer? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CO01-DIAGRAM-4","original evidence diagram","/packages/co01","native 4:5 diagram; preserve labels and evidence footer","04 · ESCALATE — What cannot this audit decide?. Common-law rights, state publicity law, foreign law, contractual interpretation, beneficial ownership, validity, priority, and disputed facts require jurisdiction-specific investigation and qualified counsel. The map prepares that review; it does not replace it.","Concept and editorial design: RN Collins","Diagram mapping what cannot this audit decide? within Your Name Is on the Label—Do You Own It?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S32","canonical public record card","https://www.uspto.gov/about-us/events/fashion-beauty-and-intellectual-property-trademarks","typographic record excerpt; do not reproduce protected imagery","Fashion, Beauty, and Intellectual Property: Trademarks is retained as evidence, education, reporting or rights context.","United States Patent and Trademark Office","Source card for Fashion, Beauty, and Intellectual Property: Trademarks, credited to United States Patent and Trademark Office.","Government page may be cited; do not assume event media or graphics are public domain.","LINK_ONLY"
"B","5","case","S48","canonical public record card","https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section1052&num=0&edition=prelim","typographic record excerpt; do not reproduce protected imagery","15 U.S.C. § 1052 — Trademarks registrable on the principal register is retained as evidence, education, reporting or rights context.","U.S. House Office of the Law Revision Counsel","Source card for 15 U.S.C. § 1052 — Trademarks registrable on the principal register, credited to U.S. House Office of the Law Revision Counsel.","U.S. statutory text; quote narrowly and link to the official current source.","QUOTE_LINK"
"B","6","decision","CO01-COUNTERPOINT","original counterpoint plate","/packages/co01#counterpoint","native 4:5; no crop","Separating the name into assets can make identity look purely transactional. A personal name also carries dignity, biography, community meaning, and reputational stakes that a registry cannot fully describe. Conversely, emotional identification with a label cannot resolve an ownership dispute. The exhibition keeps both truths visible without converting either into a legal conclusion.","RN Collins","Counterpoint card for Your Name Is on the Label—Do You Own It?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CO01-FIELD-10","original fieldwork plate","/tools#co01-tool","native 4:5; no crop","Attach the exact registration, account, entity, or agreement record supporting each claimed form of control.","RN Collins","Fieldwork prompt for Your Name Is on the Label—Do You Own It?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","OBJ-loc-pga-06009","rights-cleared collection object","https://www.loc.gov/resource/pga.06009/","full object with generous field","A commercial name can identify the business presented to buyers while the image itself preserves a different maker attribution.","Popular Graphic Arts Collection, Library of Congress Prints and Photographs Division","An 1874 illustrated advertisement for S.D. Sollers and Company children's shoes, lithographed by Duval and Hunter.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
