carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN01-TITLE","original title plate","/packages/cn01","native 4:5; no crop","A house survives its founder only if the organization can distinguish what must continue, what may evolve, who may decide, which obligations remain, and what evidence authorizes each answer.","RN Collins","Title plate for What Happens to a House After the Founder?.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","S68","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/159187","full object with generous field","Evening dress is retained as evidence, education, reporting or rights context.","The Metropolitan Museum of Art","Source card for Evening dress, credited to The Metropolitan Museum of Art.","Object record marks image Public Domain under Met Open Access; retain title, maker, date, accession, credit, and canonical link.","REUSE"
"A","3","claim","CN01-DIAGRAM-1","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","01 · STABILIZE — What cannot wait?. Secure people, payroll, orders, client commitments, facilities, insurance, accounts, credentials, physical objects, master files, and communications. Do not make permanent symbolic decisions inside the first emergency response.","Concept and editorial design: RN Collins","Diagram mapping what cannot wait? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN01-DIAGRAM-2","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","02 · LOCATE — Where does authority reside?. Map board and officer authority, ownership, employment, IP, licenses, estate or probate instruments, archive agreements, and operational delegations by jurisdiction and record.","Concept and editorial design: RN Collins","Diagram mapping where does authority reside? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN01-DIAGRAM-3","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","03 · INTERPRET — What should continue—and why?. Separate non-negotiable values, teachable method, recurring codes, historical accidents, commercial habits, and motifs. Preserve the decision logic, not a taxidermy of the last collection.","Concept and editorial design: RN Collins","Diagram mapping what should continue—and why? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN01-DIAGRAM-4","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","04 · ACCOUNT — Who may test the next chapter?. Define successor scope, review bodies, worker and collaborator credit, community consultation, archive citation, performance measures, correction, and removal or renewal.","Concept and editorial design: RN Collins","Diagram mapping who may test the next chapter? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S63","canonical public record card","https://www.copyright.gov/title17/92chap2.html","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. Copyright Office.","Official statutory text; quote narrowly and link. Subsections (d) and (e) address transfer by law, will, or intestacy.","QUOTE_LINK"
"B","1","provocation","CN01-TITLE","original title plate","/packages/cn01","native 4:5; no crop","A house survives its founder only if the organization can distinguish what must continue, what may evolve, who may decide, which obligations remain, and what evidence authorizes each answer.","RN Collins","Title plate for What Happens to a House After the Founder?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN01-DIAGRAM-3","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","03 · INTERPRET — What should continue—and why?. Separate non-negotiable values, teachable method, recurring codes, historical accidents, commercial habits, and motifs. Preserve the decision logic, not a taxidermy of the last collection.","Concept and editorial design: RN Collins","Diagram mapping what should continue—and why? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CN01-DIAGRAM-4","original evidence diagram","/packages/cn01","native 4:5 diagram; preserve labels and evidence footer","04 · ACCOUNT — Who may test the next chapter?. Define successor scope, review bodies, worker and collaborator credit, community consultation, archive citation, performance measures, correction, and removal or renewal.","Concept and editorial design: RN Collins","Diagram mapping who may test the next chapter? within What Happens to a House After the Founder?.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"B","5","case","S63","canonical public record card","https://www.copyright.gov/title17/92chap2.html","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. Copyright Office.","Official statutory text; quote narrowly and link. Subsections (d) and (e) address transfer by law, will, or intestacy.","QUOTE_LINK"
"B","6","decision","CN01-COUNTERPOINT","original counterpoint plate","/packages/cn01#counterpoint","native 4:5; no crop","Continuation is not always the ethical or artistically honest outcome. Closing a company, preserving an archive, paying obligations, and allowing the work to become history may protect a legacy better than indefinite commercial imitation.","RN Collins","Counterpoint card for What Happens to a House After the Founder?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","7","tool","CN01-FIELD-10","original fieldwork plate","/tools#cn01-tool","native 4:5; no crop","Attach the governing record and backup decision-maker to every critical action.","RN Collins","Fieldwork prompt for What Happens to a House After the Founder?.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","8","source trail","S68","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/159187","full object with generous field","Evening dress is retained as evidence, education, reporting or rights context.","The Metropolitan Museum of Art","Source card for Evening dress, credited to The Metropolitan Museum of Art.","Object record marks image Public Domain under Met Open Access; retain title, maker, date, accession, credit, and canonical link.","REUSE"
