carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN04-TITLE","original title plate","/packages/cn04","native 4:5; no crop","A personal archive becomes succession infrastructure when it preserves not only the work, but the founder’s decision logic, rights evidence, relationships, access pathways, and instructions for future interpretation.","RN Collins","Title plate for The Personal Archive as Succession Infrastructure.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-80430","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/80430","full object with generous field","An accession-quality record preserves a house object beyond the founder’s lifetime while keeping the object, maker attribution, and museum stewardship distinct.","Gift of James A. and Mary Elizabeth Kingsland, 1994","Elaborate House of Worth silk fancy dress costume with a fitted bodice, dark patterned skirt, and dramatic decorative sleeves, around 1893.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN04-DIAGRAM-1","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","01 · CAPTURE — What cannot be reconstructed later?. Record why a choice was made, who contributed, what failed, what remains sensitive, and which relationship holds tacit knowledge. Use audio when voice carries nuance the file cannot.","Concept and editorial design: RN Collins","Diagram mapping what cannot be reconstructed later? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN04-DIAGRAM-2","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","02 · PAIR — Can the physical and digital records find one another?. Pair garments, samples, notebooks, photographs, contracts, communications, and born-digital files through stable identifiers and relationship fields.","Concept and editorial design: RN Collins","Diagram mapping can the physical and digital records find one another? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN04-DIAGRAM-3","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","03 · PRESERVE — Will the record open and remain trustworthy?. Maintain master and backup copies, record checksums and formats, document transformations, migrate deliberately, and keep known gaps visible.","Concept and editorial design: RN Collins","Diagram mapping will the record open and remain trustworthy? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN04-DIAGRAM-4","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","04 · AUTHORIZE — Who may act after absence?. Name stewards, alternates, access rules, privacy limits, conservation referrals, legal instruments, and a review process for loans, publication, licensing, interpretation, and disposal.","Concept and editorial design: RN Collins","Diagram mapping who may act after absence? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S63","canonical public record card","https://www.copyright.gov/title17/92chap2.html","typographic record excerpt; do not reproduce protected imagery","17 U.S.C. § 201 — Ownership of copyright is retained as evidence, education, reporting or rights context.","U.S. Copyright Office","Source card for 17 U.S.C. § 201 — Ownership of copyright, credited to U.S. Copyright Office.","Official statutory text; quote narrowly and link. Subsections (d) and (e) address transfer by law, will, or intestacy.","QUOTE_LINK"
"B","1","provocation","CN04-TITLE","original title plate","/packages/cn04","native 4:5; no crop","A personal archive becomes succession infrastructure when it preserves not only the work, but the founder’s decision logic, rights evidence, relationships, access pathways, and instructions for future interpretation.","RN Collins","Title plate for The Personal Archive as Succession Infrastructure.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN04-DIAGRAM-3","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","03 · PRESERVE — Will the record open and remain trustworthy?. Maintain master and backup copies, record checksums and formats, document transformations, migrate deliberately, and keep known gaps visible.","Concept and editorial design: RN Collins","Diagram mapping will the record open and remain trustworthy? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","3","record","CN04-DIAGRAM-4","original evidence diagram","/packages/cn04","native 4:5 diagram; preserve labels and evidence footer","04 · AUTHORIZE — Who may act after absence?. Name stewards, alternates, access rules, privacy limits, conservation referrals, legal instruments, and a review process for loans, publication, licensing, interpretation, and disposal.","Concept and editorial design: RN Collins","Diagram mapping who may act after absence? within The Personal Archive as Succession Infrastructure.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"B","4","constraint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
