carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CA10-TITLE","original title plate","/packages/ca10","native 4:5; no crop","The lone fashion genius is a useful publicity device and a poor description of how collections acquire form, finish, circulation, and memory.","RN Collins","Title plate for The Myth of the Lone Fashion Genius.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-157996","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/157996","full object with generous field","A less-remembered house remains researchable because its object record survives.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art; Gift of Marion Litchfield, 1950","Pale silk afternoon dress by Jeanne Hallée, shown from the front at a three-quarter angle.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CA10-DIAGRAM-1","original evidence diagram","/packages/ca10","native 4:5 diagram; preserve labels and evidence footer","01 · SIGNATURE — Why does one name dominate?. A single name gives press, commerce, and memory a compact handle. It can truthfully identify creative authority while still concealing the distributed labor required to materialize that authority.","Concept and editorial design: RN Collins","Diagram mapping why does one name dominate? within The Myth of the Lone Fashion Genius.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CA10-DIAGRAM-2","original evidence diagram","/packages/ca10","native 4:5 diagram; preserve labels and evidence footer","02 · CONSTELLATION — Who translated the idea?. Build a role map from concept to archive. Record not only names but decisions: who interpreted proportion, solved construction, negotiated feasibility, shaped the image, and preserved the evidence.","Concept and editorial design: RN Collins","Diagram mapping who translated the idea? within The Myth of the Lone Fashion Genius.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CA10-DIAGRAM-3","original evidence diagram","/packages/ca10","native 4:5 diagram; preserve labels and evidence footer","03 · CREDIT — What should the record retain?. Credits should travel with garments, images, video, collection notes, and archival deposits. The durable record needs consistent role language and a correction path when work is omitted or misdescribed.","Concept and editorial design: RN Collins","Diagram mapping what should the record retain? within The Myth of the Lone Fashion Genius.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CA10-DIAGRAM-4","original evidence diagram","/packages/ca10","native 4:5 diagram; preserve labels and evidence footer","04 · POWER — Does visibility follow value?. Credit cannot by itself repair inequitable pay, ownership, or authority. It does, however, make labor and decision structures more legible—creating evidence for harder questions about compensation and control.","Concept and editorial design: RN Collins","Diagram mapping does visibility follow value? within The Myth of the Lone Fashion Genius.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S10","canonical public record card","https://nmaahc.si.edu/object/nmaahc_2016.129.3.1a-.2a","typographic record excerpt; do not reproduce protected imagery","Joyce A. Bailey Oral History Interview is retained as evidence, education, reporting or rights context.","National Museum of African American History and Culture","Source card for Joyce A. Bailey Oral History Interview, credited to National Museum of African American History and Culture.","Usage Conditions Apply; permission is required for media reuse.","LINK_ONLY"
"A","8","action","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"B","1","provocation","CA10-TITLE","original title plate","/packages/ca10","native 4:5; no crop","The lone fashion genius is a useful publicity device and a poor description of how collections acquire form, finish, circulation, and memory.","RN Collins","Title plate for The Myth of the Lone Fashion Genius.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CA10-DIAGRAM-3","original evidence diagram","/packages/ca10","native 4:5 diagram; preserve labels and evidence footer","03 · CREDIT — What should the record retain?. Credits should travel with garments, images, video, collection notes, and archival deposits. The durable record needs consistent role language and a correction path when work is omitted or misdescribed.","Concept and editorial design: RN Collins","Diagram mapping what should the record retain? within The Myth of the Lone Fashion Genius.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
