carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CO07-TITLE","original title plate","/packages/co07","native 4:5; no crop","A fashion contract does more than price a transaction: it assigns roles, approvals, rights, records, risk, credit, access, transition duties, and the rules that govern what happens when the relationship changes.","RN Collins","Title plate for The Institution Hidden Inside the Contract.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-loc-ppmsca-44953","rights-cleared collection object","https://www.loc.gov/resource/ppmsca.44953/","full object with generous field","The sheet demonstrates a contract-shaped network of design, printing, manufacture, advertising, attribution, and distribution—even when the operative agreements are absent from the image.","Library of Congress Prints and Photographs Division","A color advertising lithograph presenting Butterick and Company New York fashions for spring and summer 1872.","Free to Use and Reuse / Library of Congress curated set","PUBLIC_DOMAIN_CC0"
"A","3","claim","CO07-DIAGRAM-1","original evidence diagram","/packages/co07","native 4:5 diagram; preserve labels and evidence footer","01 · BEFORE — What enters the relationship?. Define parties, authority to sign, pre-existing materials, references, confidential inputs, third-party components, permissions, territory, intended channels, and the difference between background assets and new deliverables.","Concept and editorial design: RN Collins","Diagram mapping what enters the relationship? within The Institution Hidden Inside the Contract.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CO07-DIAGRAM-2","original evidence diagram","/packages/co07","native 4:5 diagram; preserve labels and evidence footer","02 · DURING — How does work move?. Specify deliverables, milestones, dependencies, review windows, named approvers, revision rounds, acceptance, change control, credit, documentation, source-file delivery, accessibility, and rights evidence. The schedule is a governance map.","Concept and editorial design: RN Collins","Diagram mapping how does work move? within The Institution Hidden Inside the Contract.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CO07-DIAGRAM-3","original evidence diagram","/packages/co07","native 4:5 diagram; preserve labels and evidence footer","03 · CONTROL — Who may do what with the result?. Separate ownership from license; identify exclusivity, fields of use, territory, term, sublicensing, modification, archive, publicity, moral-rights issues where applicable, and statutory work-made-for-hire or transfer requirements.","Concept and editorial design: RN Collins","Diagram mapping who may do what with the result? within The Institution Hidden Inside the Contract.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CO07-DIAGRAM-4","original evidence diagram","/packages/co07","native 4:5 diagram; preserve labels and evidence footer","04 · AFTER — What survives change?. Map payment on termination, kill fees, return or deletion, archive copy, confidentiality, transition help, continuing licenses, credit correction, takedown, dispute procedure, and who retains the evidence needed to enforce or explain the deal.","Concept and editorial design: RN Collins","Diagram mapping what survives change? within The Institution Hidden Inside the Contract.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S50","canonical public record card","https://www.sec.gov/Archives/edgar/data/1037038/000095014217000682/eh1700461_ex1001.htm","typographic record excerpt; do not reproduce protected imagery","Amended and Restated Employment Agreement between Ralph Lauren Corporation and Ralph Lauren is retained as evidence, education, reporting or rights context.","U.S. Securities and Exchange Commission","Source card for Amended and Restated Employment Agreement between Ralph Lauren Corporation and Ralph Lauren, credited to U.S. Securities and Exchange Commission.","Public SEC filing; quote narrowly, link to the filing, and do not imply endorsement.","QUOTE_LINK"
"A","8","action","S51","canonical public record card","https://www.sec.gov/Archives/edgar/data/1037038/000095014217001057/eh1700645_ex1001.htm","typographic record excerpt; do not reproduce protected imagery","Employment Agreement between Ralph Lauren Corporation and Patrice Louvet is retained as evidence, education, reporting or rights context.","U.S. Securities and Exchange Commission","Source card for Employment Agreement between Ralph Lauren Corporation and Patrice Louvet, credited to U.S. Securities and Exchange Commission.","Public SEC filing; quote narrowly, link to the filing, and distinguish contractual text from editorial inference.","QUOTE_LINK"
"B","1","provocation","CO07-TITLE","original title plate","/packages/co07","native 4:5; no crop","A fashion contract does more than price a transaction: it assigns roles, approvals, rights, records, risk, credit, access, transition duties, and the rules that govern what happens when the relationship changes.","RN Collins","Title plate for The Institution Hidden Inside the Contract.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CO07-DIAGRAM-3","original evidence diagram","/packages/co07","native 4:5 diagram; preserve labels and evidence footer","03 · CONTROL — Who may do what with the result?. Separate ownership from license; identify exclusivity, fields of use, territory, term, sublicensing, modification, archive, publicity, moral-rights issues where applicable, and statutory work-made-for-hire or transfer requirements.","Concept and editorial design: RN Collins","Diagram mapping who may do what with the result? within The Institution Hidden Inside the Contract.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
