carousel,frame,role,asset_id,visual_type,source,crop,caption,credit,alt,rights,disposition
"A","1","hook","CN06-TITLE","original title plate","/packages/cn06","native 4:5; no crop","A house continues most convincingly when successors inherit ways of asking, testing, making, and refusing—not a requirement to reproduce familiar motifs.","RN Collins","Title plate for Continue the Method, Not the Motif.","Original publication graphic","ORIGINAL_DIAGRAM"
"A","2","material witness","OBJ-155989","rights-cleared collection object","https://www.metmuseum.org/art/collection/search/155989","full object with generous field","The dual designer attribution makes succession visible as an evidence question: house continuity does not erase uncertainty about individual authorship.","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. C. Oliver Iselin, 1961","Ornate pale silk House of Worth ball gown with floral decoration and a full trained skirt, dated 1895 to 1900.","Public Domain / Met Open Access","PUBLIC_DOMAIN_CC0"
"A","3","claim","CN06-DIAGRAM-1","original evidence diagram","/packages/cn06","native 4:5 diagram; preserve labels and evidence footer","01 · QUESTION — Which problems animated the work?. Identify recurring questions about body, material, power, movement, labor, audience, technology, or refusal from dated records—not retrospective slogans.","Concept and editorial design: RN Collins","Diagram mapping which problems animated the work? within Continue the Method, Not the Motif.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","4","mechanism","CN06-DIAGRAM-2","original evidence diagram","/packages/cn06","native 4:5 diagram; preserve labels and evidence footer","02 · METHOD — How were answers tested?. Recover research, cut, drape, fitting, casting, collaboration, critique, rejection, and revision practices, including exceptions and contributor accounts.","Concept and editorial design: RN Collins","Diagram mapping how were answers tested? within Continue the Method, Not the Motif.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","5","handoff","CN06-DIAGRAM-3","original evidence diagram","/packages/cn06","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSLATE — What changes in the new context?. Name new bodies, materials, technologies, laws, workers, audiences, and cultural authorities; explain what the inherited method cannot answer unchanged.","Concept and editorial design: RN Collins","Diagram mapping what changes in the new context? within Continue the Method, Not the Motif.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","6","evidence","CN06-DIAGRAM-4","original evidence diagram","/packages/cn06","native 4:5 diagram; preserve labels and evidence footer","04 · CITE — Can evolution show its lineage?. Attach source, interpretation, transformation, contributor, permission, dissent, and successor rationale so continuity is neither copy nor amnesia.","Concept and editorial design: RN Collins","Diagram mapping can evolution show its lineage? within Continue the Method, Not the Motif.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
"A","7","counterpoint","S08","canonical public record card","https://www.loc.gov/static/programs/digital-preservation/personal-digital-archiving/","typographic record excerpt; do not reproduce protected imagery","Personal Digital Archiving is retained as evidence, education, reporting or rights context.","Library of Congress","Source card for Personal Digital Archiving, credited to Library of Congress.","Link and quote narrowly; check each downloadable resource before redistribution.","LINK_ONLY"
"A","8","action","S11","canonical public record card","https://archiveondemand.fitnyc.edu/item/136259","typographic record excerpt; do not reproduce protected imagery","Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982 is retained as evidence, education, reporting or rights context.","FIT Special Collections","Source card for Project of the Fashion Industries Oral History Series: Bonnie Cashin 1982, credited to FIT Special Collections.","In Copyright; copying, display, or upload requires permission except reviewed fair use.","LINK_ONLY"
"B","1","provocation","CN06-TITLE","original title plate","/packages/cn06","native 4:5; no crop","A house continues most convincingly when successors inherit ways of asking, testing, making, and refusing—not a requirement to reproduce familiar motifs.","RN Collins","Title plate for Continue the Method, Not the Motif.","Original publication graphic","ORIGINAL_DIAGRAM"
"B","2","system","CN06-DIAGRAM-3","original evidence diagram","/packages/cn06","native 4:5 diagram; preserve labels and evidence footer","03 · TRANSLATE — What changes in the new context?. Name new bodies, materials, technologies, laws, workers, audiences, and cultural authorities; explain what the inherited method cannot answer unchanged.","Concept and editorial design: RN Collins","Diagram mapping what changes in the new context? within Continue the Method, Not the Motif.","Original publication graphic; no third-party imagery","ORIGINAL_DIAGRAM"
